"","work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size","scale_index"
"2346",2022,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M",6.79277586792108
"2347",2022,"SE","FT","Machine Learning Engineer",247500,"USD",247500,"US",0,"US","M",6.55060547109803
"2348",2022,"SE","FT","Machine Learning Engineer",172200,"USD",172200,"US",0,"US","M",8.42214402608419
"2353",2022,"SE","FT","Data Analyst",110000,"USD",110000,"US",0,"US","M",5.93983323289547
"2354",2022,"SE","FT","Data Analyst",95000,"USD",95000,"US",0,"US","M",8.09462022773688
"2355",2022,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M",8.04461502924992
"2356",2022,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M",7.01095861271681
"2357",2022,"SE","FT","Applied Scientist",205000,"USD",205000,"US",100,"US","M",7.94072598720409
"2358",2022,"SE","FT","Applied Scientist",184000,"USD",184000,"US",100,"US","M",7.63488431358373
"2360",2022,"SE","FT","Data Science Tech Lead",375000,"USD",375000,"US",50,"US","L",7.27422613419363
"2361",2022,"SE","FT","Data Engineer",191200,"USD",191200,"US",0,"US","M",6.34848855973097
"2362",2022,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M",7.56629100279431
"2363",2022,"SE","FT","Data Scientist",225000,"USD",225000,"US",0,"US","M",7.83305264640346
"2364",2022,"SE","FT","Data Scientist",156400,"USD",156400,"US",0,"US","M",8.85861211631951
"2365",2022,"SE","FT","Data Analyst",169000,"USD",169000,"US",0,"US","M",5.66167781796913
"2366",2022,"SE","FT","Data Analyst",110600,"USD",110600,"US",0,"US","M",7.73109149705535
"2367",2022,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M",7.28273791225044
"2368",2022,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M",6.35175752491655
"2371",2022,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M",6.75464947933577
"2372",2022,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M",6.23273029338306
"2373",2022,"SE","FT","Data Scientist",140700,"USD",140700,"US",0,"US","M",7.10567038322193
"2374",2022,"SE","FT","Data Scientist",93800,"USD",93800,"US",0,"US","M",7.82078967689621
"2375",2022,"SE","FT","Data Scientist",350000,"USD",350000,"US",100,"US","M",4.57347787636257
"2376",2022,"SE","FT","Data Scientist",135000,"USD",135000,"US",100,"US","M",5.8658674773668
"2377",2022,"SE","FT","Data Analyst",115934,"USD",115934,"US",100,"US","M",5.45496183665246
"2378",2022,"SE","FT","Data Analyst",81666,"USD",81666,"US",100,"US","M",6.06749280390775
"2383",2022,"SE","FT","Machine Learning Engineer",201000,"USD",201000,"US",0,"US","M",8.46918419805332
"2384",2022,"SE","FT","Machine Learning Engineer",119000,"USD",119000,"US",0,"US","M",6.28086132908307
"2385",2022,"SE","FT","Data Engineer",175000,"USD",175000,"US",100,"US","M",5.69770064788857
"2386",2022,"SE","FT","Data Engineer",150000,"USD",150000,"US",100,"US","M",7.57988171473138
"2387",2022,"SE","FT","Data Analyst",154560,"USD",154560,"US",0,"US","M",6.5838915842357
"2388",2022,"SE","FT","Data Analyst",123648,"USD",123648,"US",0,"US","M",5.20123452849231
"2389",2022,"SE","FT","Data Analyst",130000,"USD",130000,"US",0,"US","M",6.48392979552102
"2390",2022,"SE","FT","Data Analyst",100000,"USD",100000,"US",0,"US","M",5.17986557598478
"2393",2022,"SE","FT","Data Engineer",135000,"USD",135000,"US",100,"US","M",6.85592874780442
"2394",2022,"SE","FT","Data Engineer",100000,"USD",100000,"US",100,"US","M",9.39131908867991
"2395",2022,"SE","FT","Data Scientist",247500,"USD",247500,"US",0,"US","M",5.59017162730804
"2396",2022,"SE","FT","Data Scientist",172200,"USD",172200,"US",0,"US","M",6.53364601852711
"2397",2022,"SE","FT","Data Scientist",177500,"USD",177500,"US",100,"US","M",6.87708115235688
"2398",2022,"SE","FT","Data Scientist",134000,"USD",134000,"US",100,"US","M",7.02672523518231
"2399",2022,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M",6.4415105266344
"2400",2022,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M",5.93351318146361
"2401",2022,"SE","FT","Data Architect",192564,"USD",192564,"US",100,"US","M",7.98402650741655
"2402",2022,"SE","FT","Data Architect",144854,"USD",144854,"US",100,"US","M",7.87620616443693
"2403",2022,"SE","FT","Data Analyst",130000,"USD",130000,"US",0,"US","M",7.03617346089121
"2404",2022,"SE","FT","Data Analyst",105000,"USD",105000,"US",0,"US","M",7.87519718419534
"2405",2022,"SE","FT","Data Engineer",179305,"USD",179305,"US",100,"US","M",6.07690774339219
"2406",2022,"SE","FT","Data Engineer",142127,"USD",142127,"US",100,"US","M",7.39031325718938
"2407",2022,"SE","FT","Data Engineer",315000,"USD",315000,"US",100,"US","M",6.97423680496223
"2408",2022,"SE","FT","Data Engineer",225000,"USD",225000,"US",100,"US","M",6.86234905688884
"2409",2022,"SE","FT","Data Scientist",243900,"USD",243900,"US",100,"US","M",6.60195037696745
"2410",2022,"SE","FT","Data Scientist",156600,"USD",156600,"US",100,"US","M",8.34132853644797
"2418",2022,"SE","FT","Data Engineer",182500,"USD",182500,"US",100,"US","M",5.92812278664082
"2419",2022,"SE","FT","Data Engineer",128500,"USD",128500,"US",100,"US","M",6.05605985986704
"2424",2022,"SE","FT","Data Analyst",127000,"USD",127000,"US",100,"US","M",5.43099668746797
"2425",2022,"SE","FT","Data Analyst",110000,"USD",110000,"US",100,"US","M",5.85943890148961
"2426",2022,"SE","FT","Data Architect",210000,"USD",210000,"US",100,"US","M",6.98306221836338
"2427",2022,"SE","FT","Data Architect",136000,"USD",136000,"US",100,"US","M",9.55518071926117
"2428",2022,"SE","FT","Cloud Data Engineer",12000,"EUR",12608,"SK",100,"SK","S",8.02954556642187
"2429",2022,"SE","FT","Data Engineer",170000,"USD",170000,"US",100,"US","M",6.7230979017125
"2430",2022,"SE","FT","Data Engineer",140000,"USD",140000,"US",100,"US","M",7.039553841855
"2431",2022,"SE","FT","Data Engineer",247500,"USD",247500,"US",0,"US","M",7.45126936545925
"2432",2022,"SE","FT","Data Engineer",172200,"USD",172200,"US",0,"US","M",6.42075860984358
"2433",2022,"SE","FT","Data Engineer",225000,"USD",225000,"US",0,"US","M",6.65374213766842
"2434",2022,"SE","FT","Data Engineer",184100,"USD",184100,"US",0,"US","M",5.37940197904543
"2441",2022,"SE","FT","Data Engineer",161000,"USD",161000,"US",100,"US","M",7.16032771751129
"2442",2022,"SE","FT","Data Engineer",110000,"USD",110000,"US",100,"US","M",8.09492069381101
"2443",2022,"SE","FT","Data Scientist",136000,"USD",136000,"US",100,"US","M",6.91118752270769
"2444",2022,"SE","FT","Data Scientist",104000,"USD",104000,"US",100,"US","M",7.08979200057338
"2445",2022,"SE","FT","Data Scientist",45000,"EUR",47280,"ES",0,"ES","M",8.73856993212968
"2446",2022,"SE","FT","Data Scientist",36000,"EUR",37824,"ES",0,"ES","M",6.06246581456527
"2449",2022,"SE","FT","Data Analyst",169000,"USD",169000,"US",0,"US","M",7.27058910770697
"2450",2022,"SE","FT","Data Analyst",110600,"USD",110600,"US",0,"US","M",6.73630253884135
"2453",2022,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M",6.57800952524367
"2454",2022,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M",6.69995712278072
"2455",2022,"SE","FT","Data Scientist",245000,"USD",245000,"US",0,"US","M",6.55069642152074
"2456",2022,"SE","FT","Data Scientist",180000,"USD",180000,"US",0,"US","M",7.36550665715537
"2457",2022,"SE","FT","Data Engineer",135000,"USD",135000,"US",0,"US","M",6.69917131774457
"2458",2022,"SE","FT","Data Engineer",100000,"USD",100000,"US",0,"US","M",7.13435407425495
"2459",2022,"SE","FT","Data Engineer",220000,"USD",220000,"US",0,"US","M",7.2609914682728
"2460",2022,"SE","FT","Data Engineer",150000,"USD",150000,"US",0,"US","M",6.43629600884709
"2461",2022,"SE","FT","Data Scientist",198440,"USD",198440,"US",0,"US","L",4.93540611545256
"2462",2022,"SE","FT","Data Scientist",144000,"USD",144000,"US",0,"US","L",6.61135081383548
"2463",2022,"SE","FT","Data Engineer",240000,"USD",240000,"US",0,"US","M",5.11365582877793
"2464",2022,"SE","FT","Data Engineer",170000,"USD",170000,"US",0,"US","M",7.16299542160734
"2465",2022,"SE","FT","Data Scientist",198440,"USD",198440,"US",0,"US","M",7.81675726727525
"2466",2022,"SE","FT","Data Scientist",144000,"USD",144000,"US",0,"US","M",6.67574111904066
"2469",2022,"SE","FT","Data Analyst",120000,"USD",120000,"US",0,"US","M",8.05134837186834
"2470",2022,"SE","FT","Data Analyst",95000,"USD",95000,"US",0,"US","M",7.67635721153796
"2474",2022,"SE","FT","Machine Learning Engineer",187200,"USD",187200,"CA",100,"CA","M",7.04558006157561
"2475",2022,"SE","FT","Machine Learning Engineer",116100,"USD",116100,"CA",100,"CA","M",5.6751024459504
"2476",2022,"SE","FT","Data Analyst",150000,"USD",150000,"US",0,"US","M",8.96375823872187
"2477",2022,"SE","FT","Data Analyst",127000,"USD",127000,"US",0,"US","M",8.01656895553721
"2478",2022,"SE","FT","Data Engineer",275000,"USD",275000,"US",100,"US","M",6.78064460062888
"2479",2022,"SE","FT","Data Engineer",166000,"USD",166000,"US",100,"US","M",6.4073322833163
"2480",2022,"SE","FT","Data Scientist",159699,"USD",159699,"US",0,"US","M",6.64669084853993
"2481",2022,"SE","FT","Data Scientist",138938,"USD",138938,"US",0,"US","M",5.41981369170391
"2483",2022,"SE","FT","Data Analyst",166700,"USD",166700,"US",0,"US","M",5.44293483104883
"2484",2022,"SE","FT","Data Analyst",119000,"USD",119000,"US",0,"US","M",6.46188025441249
"2485",2022,"SE","FT","Data Analyst",130000,"USD",130000,"US",0,"US","M",5.89978700348161
"2486",2022,"SE","FT","Data Analyst",100000,"USD",100000,"US",0,"US","M",4.40211127761306
"2487",2022,"SE","FT","Analytics Engineer",84000,"GBP",103432,"GB",0,"GB","M",5.91388155304838
"2488",2022,"SE","FT","Analytics Engineer",75000,"GBP",92350,"GB",0,"GB","M",5.42116044845706
"2489",2022,"SE","FT","Data Analyst",80000,"USD",80000,"US",0,"US","M",8.36374998767718
"2490",2022,"SE","FT","Data Analyst",52500,"USD",52500,"US",0,"US","M",6.92534189092897
"2491",2022,"SE","FT","Data Engineer",236000,"USD",236000,"US",100,"US","M",6.55022573284425
"2492",2022,"SE","FT","Data Engineer",182000,"USD",182000,"US",100,"US","M",6.78808755564284
"2493",2022,"SE","FT","Data Scientist",180000,"USD",180000,"US",100,"US","M",6.52143340733354
"2494",2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"US","M",5.84503360616843
"2495",2022,"SE","FT","Data Scientist",225000,"USD",225000,"US",0,"US","M",7.34779979867819
"2496",2022,"SE","FT","Data Scientist",156400,"USD",156400,"US",0,"US","M",7.72393110593496
"2497",2022,"SE","FT","Data Analyst",135000,"USD",135000,"US",100,"US","M",5.00372220970218
"2498",2022,"SE","FT","Data Analyst",100000,"USD",100000,"US",100,"US","M",6.34495728016297
"2499",2022,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M",8.02996944136435
"2500",2022,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M",6.14287630875765
"2503",2022,"SE","FT","Data Engineer",300000,"USD",300000,"US",0,"US","M",7.5622368585042
"2504",2022,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M",7.26157967361683
"2505",2022,"SE","FT","Data Engineer",195000,"USD",195000,"US",100,"US","M",5.4550371578417
"2506",2022,"SE","FT","Data Engineer",175000,"USD",175000,"US",100,"US","M",6.21146321850108
"2507",2022,"SE","FT","Data Engineer",155000,"USD",155000,"US",0,"US","M",6.13418158022264
"2508",2022,"SE","FT","Data Engineer",110000,"USD",110000,"US",0,"US","M",9.78625189208563
"2509",2022,"SE","FT","Data Operations Analyst",123000,"USD",123000,"US",0,"US","M",8.2503915871055
"2510",2022,"SE","FT","Data Operations Analyst",92250,"USD",92250,"US",0,"US","M",6.03286966554491
"2511",2022,"SE","FT","Data Engineer",170000,"USD",170000,"US",0,"US","M",6.31919987396024
"2512",2022,"SE","FT","Data Engineer",150000,"USD",150000,"US",0,"US","M",7.72992397273793
"2515",2022,"SE","FT","Data Engineer",97000,"USD",97000,"US",100,"US","M",7.56978174001782
"2516",2022,"SE","FT","Data Engineer",90000,"USD",90000,"US",100,"US","M",5.27348765290898
"2517",2022,"SE","FT","Data Engineer",200000,"USD",200000,"US",0,"US","M",4.42870575465317
"2518",2022,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M",7.85417200493477
"2519",2022,"SE","FT","Machine Learning Engineer",210000,"USD",210000,"US",100,"US","M",5.95714311719371
"2520",2022,"SE","FT","Machine Learning Engineer",180000,"USD",180000,"US",100,"US","M",7.86897090767205
"2521",2022,"SE","FT","Data Engineer",260000,"USD",260000,"US",0,"US","M",6.54504157155008
"2522",2022,"SE","FT","Data Engineer",180000,"USD",180000,"US",0,"US","M",8.36204595909424
"2529",2022,"SE","FT","Data Architect",128000,"USD",128000,"US",0,"US","M",6.29660699525664
"2530",2022,"SE","FT","Data Architect",81500,"USD",81500,"US",0,"US","M",6.06321496166982
"2531",2022,"SE","FT","Data Operations Engineer",105000,"USD",105000,"US",0,"US","M",7.07194377222205
"2532",2022,"SE","FT","Data Operations Engineer",70000,"USD",70000,"US",0,"US","M",7.85701680366398
"2533",2022,"SE","FT","Data Scientist",175000,"USD",175000,"US",0,"US","M",8.04773338230997
"2534",2022,"SE","FT","Data Scientist",122500,"USD",122500,"US",0,"US","M",6.54122690152625
"2535",2022,"SE","FT","Data Engineer",171000,"USD",171000,"US",0,"US","M",8.16499877834617
"2536",2022,"SE","FT","Data Engineer",117000,"USD",117000,"US",0,"US","M",6.86957367339357
"2537",2022,"SE","FT","Data Scientist",202800,"USD",202800,"US",0,"US","L",7.02569105562558
"2538",2022,"SE","FT","Data Scientist",104300,"USD",104300,"US",0,"US","L",7.20149266126983
"2539",2022,"SE","FT","Data Analyst",48000,"EUR",50432,"ES",0,"ES","M",5.22611609009853
"2540",2022,"SE","FT","Data Analyst",35000,"EUR",36773,"ES",0,"ES","M",7.08949455002784
"2541",2022,"SE","FT","Data Engineer",197000,"USD",197000,"US",0,"US","M",5.82611913515362
"2542",2022,"SE","FT","Data Engineer",99000,"USD",99000,"US",0,"US","M",6.04581561667383
"2543",2022,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M",7.23285508064903
"2544",2022,"SE","FT","Data Engineer",110000,"USD",110000,"US",0,"US","M",7.40739213093306
"2545",2022,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M",7.0680409096204
"2546",2022,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M",7.62525492205367
"2550",2022,"SE","FT","Data Engineer",170000,"USD",170000,"US",0,"US","M",6.29761398122007
"2551",2022,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M",8.57261624621863
"2552",2022,"SE","FT","Data Analyst",150000,"USD",150000,"US",0,"US","M",7.17539942487918
"2553",2022,"SE","FT","Data Analyst",95000,"USD",95000,"US",0,"US","M",6.87753618719381
"2556",2022,"SE","FT","Data Architect",345600,"USD",345600,"US",0,"US","M",6.0446304174521
"2557",2022,"SE","FT","Data Architect",230400,"USD",230400,"US",0,"US","M",6.29200095814888
"2558",2022,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M",4.78667804067081
"2559",2022,"SE","FT","Data Engineer",115000,"USD",115000,"US",0,"US","M",5.82834353621535
"2562",2022,"SE","FT","Data Analyst",175950,"USD",175950,"US",100,"US","M",5.59465293453353
"2563",2022,"SE","FT","Data Analyst",130050,"USD",130050,"US",100,"US","M",6.58902988951531
"2564",2022,"SE","FT","Data Engineer",205600,"USD",205600,"US",0,"US","L",7.19617883741231
"2565",2022,"SE","FT","Data Engineer",105700,"USD",105700,"US",0,"US","L",8.07091982332713
"2566",2022,"SE","FT","Data Analyst",236600,"USD",236600,"US",100,"US","M",5.73225611700216
"2567",2022,"SE","FT","Data Analyst",89200,"USD",89200,"US",100,"US","M",5.87323998129453
"2571",2022,"SE","FT","Marketing Data Analyst",200000,"USD",200000,"GB",100,"GB","S",6.82953805803244
"2573",2022,"SE","FT","Data Science Lead",165000,"USD",165000,"US",50,"US","S",7.50162653777102
"2575",2022,"SE","FT","Data Engineer",185900,"USD",185900,"US",0,"US","M",8.25348033645496
"2576",2022,"SE","FT","Data Engineer",129300,"USD",129300,"US",0,"US","M",8.69349174686988
"2577",2022,"SE","FT","Data Analyst",169000,"USD",169000,"US",0,"US","M",6.34386457810534
"2578",2022,"SE","FT","Data Analyst",110600,"USD",110600,"US",0,"US","M",6.80436878670385
"2581",2022,"SE","FT","Data Engineer",225000,"USD",225000,"US",0,"US","M",5.86506364858771
"2582",2022,"SE","FT","Data Engineer",184100,"USD",184100,"US",0,"US","M",5.84476660215016
"2583",2022,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M",5.92952404399302
"2584",2022,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M",7.27047052246308
"2585",2022,"SE","FT","Data Scientist",225000,"USD",225000,"US",0,"US","M",6.76401975984827
"2586",2022,"SE","FT","Data Scientist",156400,"USD",156400,"US",0,"US","M",7.35347238503612
"2587",2022,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M",6.63438795887106
"2588",2022,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M",8.43904396003299
"2590",2022,"SE","FT","Product Data Scientist",8000,"USD",8000,"IN",100,"SG","L",7.87271196382816
"2591",2022,"SE","FT","Data Scientist",155000,"USD",155000,"US",100,"US","M",8.70129166171608
"2592",2022,"SE","FT","Data Scientist",38000,"USD",38000,"US",100,"US","M",7.51133406195817
"2595",2022,"SE","FT","Data Scientist",155000,"USD",155000,"US",100,"US","M",8.44820293725303
"2596",2022,"SE","FT","Data Scientist",38000,"USD",38000,"US",100,"US","M",5.84154182702231
"2599",2022,"SE","FT","Data Scientist",153600,"USD",153600,"US",100,"US","M",6.60416072394508
"2600",2022,"SE","FT","Data Scientist",106800,"USD",106800,"US",100,"US","M",8.2028132938312
"2601",2022,"SE","FT","Data Scientist",185000,"USD",185000,"US",100,"US","M",5.83078846491712
"2602",2022,"SE","FT","Data Scientist",50000,"USD",50000,"US",100,"US","M",6.48333745782441
"2603",2022,"SE","FT","Data Engineer",185900,"USD",185900,"US",0,"US","M",8.16731087884131
"2604",2022,"SE","FT","Data Engineer",129300,"USD",129300,"US",0,"US","M",6.86184177336716
"2605",2022,"SE","FT","Data Scientist",155000,"USD",155000,"US",100,"US","M",8.04030696435679
"2606",2022,"SE","FT","Data Scientist",38000,"USD",38000,"US",100,"US","M",7.10716752369973
"2607",2022,"SE","FT","Data Scientist",168000,"USD",168000,"US",100,"US","M",5.59570892408704
"2608",2022,"SE","FT","Data Scientist",130000,"USD",130000,"US",100,"US","M",6.22599332574117
"2609",2022,"SE","FT","Data Scientist",123400,"USD",123400,"US",0,"US","M",7.49737699243748
"2610",2022,"SE","FT","Data Scientist",88100,"USD",88100,"US",0,"US","M",6.7721095548876
"2611",2022,"SE","FT","Data Scientist",120000,"USD",120000,"US",100,"US","S",5.95199271504517
"2612",2022,"SE","FT","Data Scientist",55000,"USD",55000,"US",100,"US","S",5.77691704364823
"2613",2022,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M",5.6967051813276
"2614",2022,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M",6.23043196182878
"2615",2022,"SE","FT","Data Engineer",191200,"USD",191200,"US",0,"US","M",6.10241615184628
"2616",2022,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M",6.40905703065707
"2617",2022,"SE","FT","Data Analyst",169000,"USD",169000,"US",0,"US","M",7.28081577849891
"2618",2022,"SE","FT","Data Analyst",110600,"USD",110600,"US",0,"US","M",6.58317905741575
"2619",2022,"SE","FT","Analytics Engineer",150000,"USD",150000,"US",0,"US","M",6.07527169448504
"2620",2022,"SE","FT","Analytics Engineer",120000,"USD",120000,"US",0,"US","M",7.25252198726216
"2621",2022,"SE","FT","Data Science Consultant",139000,"USD",139000,"US",0,"US","M",7.69729347445445
"2622",2022,"SE","FT","Data Science Consultant",122000,"USD",122000,"US",0,"US","M",6.87264958865852
"2623",2022,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M",7.36718107940031
"2624",2022,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M",6.03676253878773
"2625",2022,"SE","FT","Data Analyst",139600,"USD",139600,"US",0,"US","M",6.51698548333432
"2626",2022,"SE","FT","Data Analyst",85700,"USD",85700,"US",0,"US","M",7.46721547120691
"2627",2022,"SE","FT","Data Engineer",185000,"USD",185000,"US",100,"US","M",6.21987254110777
"2628",2022,"SE","FT","Data Engineer",50000,"USD",50000,"US",100,"US","M",5.84551376129488
"2629",2022,"SE","FT","Data Engineer",185900,"USD",185900,"US",0,"US","M",9.07107317665487
"2630",2022,"SE","FT","Data Engineer",129300,"USD",129300,"US",0,"US","M",7.09380918859428
"2631",2022,"SE","FT","Data Scientist",225000,"USD",225000,"US",0,"US","M",8.88938693496617
"2632",2022,"SE","FT","Data Scientist",156400,"USD",156400,"US",0,"US","M",6.51157413029784
"2633",2022,"SE","FT","Data Scientist",200000,"USD",200000,"US",100,"US","M",7.10901447974021
"2634",2022,"SE","FT","Data Scientist",175000,"USD",175000,"US",100,"US","M",6.50520701442641
"2635",2022,"SE","FT","Data Engineer",185900,"USD",185900,"US",0,"US","M",8.32957157026387
"2636",2022,"SE","FT","Data Engineer",129300,"USD",129300,"US",0,"US","M",7.98448723543099
"2639",2022,"SE","FT","Data Analyst",115000,"USD",115000,"US",100,"US","M",7.81543342160453
"2640",2022,"SE","FT","Data Analyst",95000,"USD",95000,"US",100,"US","M",6.3958823932243
"2641",2022,"SE","FT","Data Architect",225000,"USD",225000,"US",100,"US","M",6.63972839124942
"2642",2022,"SE","FT","Data Architect",66000,"USD",66000,"US",100,"US","M",8.08953259640827
"2643",2022,"SE","FT","Data Scientist",185000,"USD",185000,"US",100,"US","M",6.74914921339321
"2644",2022,"SE","FT","Data Scientist",50000,"USD",50000,"US",100,"US","M",7.58469066691683
"2645",2022,"SE","FT","Data Scientist",45000,"EUR",47280,"ES",0,"ES","M",8.04478187743618
"2646",2022,"SE","FT","Data Scientist",36000,"EUR",37824,"ES",0,"ES","M",7.37865165732188
"2652",2022,"SE","FT","Big Data Engineer",210000,"CAD",161311,"CA",50,"CA","M",4.84571342390482
"2656",2022,"SE","FT","Principal Data Architect",3000000,"INR",38154,"IN",100,"IN","L",6.1691818261952
"2657",2022,"SE","FT","Data Engineer",70000,"EUR",73546,"PT",0,"PT","M",8.19857561007233
"2658",2022,"SE","FT","Data Engineer",40000,"EUR",42026,"PT",0,"PT","M",6.56222144178615
"2659",2022,"SE","FT","Data Engineer",170000,"USD",170000,"US",100,"US","M",5.77330848494092
"2660",2022,"SE","FT","Data Engineer",150000,"USD",150000,"US",100,"US","M",8.12310747725823
"2661",2022,"SE","FT","Data Architect",180000,"USD",180000,"US",100,"US","M",7.92576869441891
"2662",2022,"SE","FT","Data Architect",160000,"USD",160000,"US",100,"US","M",6.28773722343115
"2664",2022,"SE","FT","Machine Learning Manager",200000,"USD",200000,"US",100,"US","M",7.48913163010384
"2665",2022,"SE","FT","Machine Learning Manager",150000,"USD",150000,"US",100,"US","M",7.83494466463184
"2667",2022,"SE","FT","Data Engineer",188700,"USD",188700,"US",100,"US","M",6.87168522312561
"2668",2022,"SE","FT","Data Engineer",160395,"USD",160395,"US",100,"US","M",5.68467775694252
"2669",2022,"SE","FT","Data Analyst",115934,"USD",115934,"US",100,"US","M",7.453244356348
"2670",2022,"SE","FT","Data Analyst",81666,"USD",81666,"US",100,"US","M",5.06113675497112
"2671",2022,"SE","FT","Data Engineer",300000,"USD",300000,"US",0,"US","M",5.95002948852637
"2672",2022,"SE","FT","Data Engineer",225000,"USD",225000,"US",0,"US","M",6.99990172673756
"2673",2022,"SE","FT","Data Scientist",198440,"USD",198440,"US",100,"US","M",5.7084845593357
"2674",2022,"SE","FT","Data Scientist",144000,"USD",144000,"US",100,"US","M",5.95323824629853
"2675",2022,"SE","FT","Applied Scientist",191475,"USD",191475,"US",100,"US","M",6.73704494479688
"2676",2022,"SE","FT","Applied Scientist",141525,"USD",141525,"US",100,"US","M",5.84159397256036
"2677",2022,"SE","FT","Data Analyst",48000,"EUR",50432,"ES",0,"ES","M",5.10085099071159
"2678",2022,"SE","FT","Data Analyst",35000,"EUR",36773,"ES",0,"ES","M",7.52862859825879
"2680",2022,"SE","FT","Lead Data Scientist",156868,"USD",156868,"US",100,"US","L",7.11859076763303
"2681",2022,"SE","FT","BI Analyst",200000,"USD",200000,"NG",100,"NG","S",7.38949925548673
"2682",2022,"SE","FT","Data Scientist",198440,"USD",198440,"US",0,"US","L",6.32858327734754
"2683",2022,"SE","FT","Data Scientist",144000,"USD",144000,"US",0,"US","L",4.65971448612764
"2684",2022,"SE","FT","Lead Machine Learning Engineer",66000,"EUR",69344,"PT",100,"PT","L",8.84491227252301
"2686",2022,"SE","CT","Data Analyst",90000,"USD",90000,"US",100,"US","M",8.37872357723573
"2689",2022,"SE","FT","Data Engineer",200000,"USD",200000,"US",100,"US","M",7.55766032410302
"2690",2022,"SE","FT","Data Engineer",180000,"USD",180000,"US",100,"US","M",6.08687846147403
"2693",2022,"SE","FT","Machine Learning Engineer",210000,"USD",210000,"US",100,"US","M",9.09616822613538
"2694",2022,"SE","FT","Machine Learning Engineer",180000,"USD",180000,"US",100,"US","M",7.04116880813846
"2695",2022,"SE","FT","Data Engineer",165000,"USD",165000,"US",100,"US","M",6.96775445681261
"2696",2022,"SE","FT","Data Engineer",132000,"USD",132000,"US",100,"US","M",9.36194755579747
"2697",2022,"SE","FT","Analytics Engineer",130000,"USD",130000,"US",100,"US","M",8.12599782903589
"2698",2022,"SE","FT","Analytics Engineer",110000,"USD",110000,"US",100,"US","M",6.3315337421335
"2702",2022,"SE","FT","Data Engineer",178800,"USD",178800,"US",100,"US","L",6.94155535634311
"2703",2022,"SE","FT","Data Engineer",132100,"USD",132100,"US",100,"US","L",7.88989096005295
"2705",2022,"SE","FT","Machine Learning Engineer",140000,"USD",140000,"CA",0,"CA","M",7.87941463550088
"2706",2022,"SE","FT","Machine Learning Engineer",110000,"USD",110000,"CA",0,"CA","M",7.54744721707353
"2707",2022,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M",7.7439147991748
"2708",2022,"SE","FT","Data Engineer",85000,"USD",85000,"US",100,"US","M",6.85601739882422
"2709",2022,"SE","FT","ETL Developer",250000,"USD",250000,"US",100,"US","M",6.67893975082338
"2710",2022,"SE","FT","ETL Developer",63000,"USD",63000,"US",100,"US","M",6.92830742831016
"2714",2022,"SE","FT","Data Engineer",200000,"USD",200000,"US",100,"US","M",6.80361933254143
"2715",2022,"SE","FT","Data Engineer",145000,"USD",145000,"US",100,"US","M",6.16059545203377
"2716",2022,"SE","FT","Data Engineer",229998,"USD",229998,"US",0,"US","L",5.86854639295276
"2717",2022,"SE","FT","Data Engineer",154545,"USD",154545,"US",0,"US","L",7.66829875967173
"2718",2022,"SE","FT","Data Scientist",215000,"USD",215000,"US",0,"US","L",5.53401086500292
"2719",2022,"SE","FT","Data Scientist",159000,"USD",159000,"US",0,"US","L",7.87025412580746
